subject,predicate,object
kwgl-ont:Place,kwgl-ont:maximumMonthlyTemperatureInCelsiusFeb2021,xsd:integer
kwgl-ont:Place,kwgl-ont:maximumMonthlyTemperatureInCelsiusJan2021,xsd:integer
kwgl-ont:Place,kwgl-ont:maximumMonthlyTemperatureInCelsiusJul2021,xsd:integer
kwgl-ont:Place,kwgl-ont:maximumMonthlyTemperatureInCelsiusJun2021,xsd:integer
kwgl-ont:Place,kwgl-ont:maximumMonthlyTemperatureInCelsiusMar2021,xsd:integer
kwgl-ont:Place,kwgl-ont:maximumMonthlyTemperatureInCelsiusMay2021,xsd:integer
kwgl-ont:Place,kwgl-ont:maximumMonthlyTemperatureInCelsiusNov2021,xsd:integer
kwgl-ont:Place,kwgl-ont:maximumMonthlyTemperatureInCelsiusOct2021,xsd:integer
kwgl-ont:Place,kwgl-ont:maximumMonthlyTemperatureInCelsiusSep2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsius,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusApr2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusAug2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusDec2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusFeb2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusJan2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusJul2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusJun2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusMar2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusMay2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusNov2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusOct2021,xsd:integer
kwgl-ont:Place,kwgl-ont:minimumMonthlyTemperatureInCelsiusSep2021,xsd:integer
kwgl-ont:Place,kwgl-ont:numberOfEarthquakesImpactingPlace,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfEarthquakesImpactingPlace2018,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfEarthquakesImpactingPlace2019,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfEarthquakesImpactingPlace2020,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfEarthquakesImpactingPlace2021,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfEarthquakesImpactingPlace2022,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFiresImpactingPlace,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFiresImpactingPlace2018,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFiresImpactingPlace2019,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFiresImpactingPlace2020,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFiresImpactingPlace2021,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFiresImpactingPlace2022,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFloodsImpactingPlace,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFloodsImpactingPlace2018,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFloodsImpactingPlace2019,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFloodsImpactingPlace2020,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFloodsImpactingPlace2021,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfFloodsImpactingPlace2022,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfHurricanesImpactingPlace,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfHurricanesImpactingPlace2018,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfHurricanesImpactingPlace2019,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfHurricanesImpactingPlace2020,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfHurricanesImpactingPlace2021,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfHurricanesImpactingPlace2022,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfLandslidesImpactingPlace,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfLandslidesImpactingPlace2018,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfLandslidesImpactingPlace2019,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfLandslidesImpactingPlace2020,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfLandslidesImpactingPlace2021,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfLandslidesImpactingPlace2022,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfStormSurgesImpactingPlace,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfStormSurgesImpactingPlace2018,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfStormSurgesImpactingPlace2019,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfStormSurgesImpactingPlace2020,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfStormSurgesImpactingPlace2021,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfStormSurgesImpactingPlace2022,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfTornadoesImpactingPlace,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfTornadoesImpactingPlace-2018,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfTornadoesImpactingPlace2019,xsd:nonNegativeInteger
kwgl-ont:Place,kwgl-ont:numberOfTornadoesImpactingPlace2020,xsd:nonNegativeInteger
