subject,predicate,object
usgs:Waterfall,rdfs:subClassOf,usgs:SurfaceWater
kwg-ont:PublicHealthObservationCollection,sosa:hasMember,kwg-ont:PublicHealthObservation
usgs:Basin,rdfs:subClassOf,usgs:Terrain
kwg-ont:MagnitudeObservation,sosa:observedProperty,kwg-ont:MagnitudeObservableProperty
kwg-ont:MagnitudeObservation,sosa:observedProperty,sosa:ObservableProperty
kwg-ont:MagnitudeObservationCollection,sosa:observedProperty,kwg-ont:MagnitudeObservableProperty
kwg-ont:MagnitudeObservationCollection,sosa:observedProperty,sosa:ObservableProperty
kwg-ont:MTBSFire,rdfs:label,rdfs:literal
kwg-ont:MTBSFire,kwg-ont:hasFireName,rdfs:literal
kwg-ont:MTBSFire,kwg-ont:correspondingMapID,rdfs:literal
kwg-ont:LSADArea,kwg-ont:hasCode,rdfs:literal
kwg-ont:NIFCFireObservation,sosa:hasSimpleResult,rdfs:literal
kwg-ont:SoilMapUnitObservation,sosa:observedProperty,kwg-ont:SoilMapUnitObservableProperty
kwgr:LSADArea.M2,rdfs:subClassOf,kwg-ont:LSADArea
kwgr:LSADArea.M1,rdfs:subClassOf,kwg-ont:LSADArea
kwg-ont:MagnitudeObservation,sosa:hasFeatureOfInterest,kwg-ont:NOAAHazardEvent
kwg-ont:BlueskyWildfireObservationCollection,sosa:hasMember,kwg-ont:BlueskyWildfireObservation
kwgr:droughtObservableProperty.DroughtIntensity.D0,rdfs:subClassOf,kwg-ont:DroughtIntensity
kwgr:droughtObservableProperty.DroughtIntensity.D1,rdfs:subClassOf,kwg-ont:DroughtIntensity
kwgr:droughtObservableProperty.DroughtIntensity.D2,rdfs:subClassOf,kwg-ont:DroughtIntensity
kwgr:droughtObservableProperty.DroughtIntensity.D3,rdfs:subClassOf,kwg-ont:DroughtIntensity
kwgr:droughtObservableProperty.DroughtIntensity.D4,rdfs:subClassOf,kwg-ont:DroughtIntensity
kwg-ont:SmokePlumeSnapshot,geo:hasGeometry,geo:Geometry
kwg-ont:SmokePlumeSnapshot,geo:hasDefaultGeometry,geo:Geometry
kwg-ont:Hospital,kwg-ont:spatialRelation,kwg-ont:AdministrativeRegion
kwg-ont:MTBSFireObservation,sosa:hasSimpleResult,rdfs:literal
kwg-ont:SoilMapUnitObservationCollection,sosa:hasFeatureOfInterest,kwg-ont:SoilMapUnit
kwg-ont:MTBSFireObservationCollection,sosa:phenomenonTime,time:TemporalEntity
kwg-ont:MTBSFire,rdfs:subClassOf,kwg-ont:Fire
kwg-ont:Fire,rdfs:subClassOf,kwg-ont:Hazard
kwg-ont:ClimateDivisionObservationResult,kwg-ont:rank,rdfs:literal
kwg-ont:ClimateDivisionObservationResult,kwg-ont:anomaly,rdfs:literal
kwg-ont:PublicHealthObservationCollection,sosa:hasFeatureOfInterest,kwg-ont:AdministrativeRegion
kwg-ont:MTBSPrescribedFire,rdfs:subClassOf,kwg-ont:PrescribedFire
kwg-ont:BlueskyModeledWildfire,geo:hasGeometry,geo:Geometry
kwg-ont:BlueskyModeledWildfire,geo:hasDefaultGeometry,geo:Geometry
kwg-ont:ImpactObservation,sosa:phenomenonTime,time:TemporalEntity
kwg-ont:ClimateObservation,sosa:hasResult,kwg-ont:ClimateDivisionObservationResult
kwgr:smokePlumeObservableProperty.smokeDensity,rdfs:subClassOf,kwg-ont:SmokePlumeObservableProperty
kwgr:smokePlumeObservableProperty.smokeDensity,rdfs:subClassOf,sosa:ObservableProperty
kwg-ont:PublicAssistance,rdfs:subClassOf,kwg-ont:Program
geo:Feature,rdfs:subClassOf,geo:SpatialObject
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.depth
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.depthError
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.dmin
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.gap
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.horizontalError
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.locationSource
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.mag
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.magError
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.magNst
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.magSource
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.magType
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.net
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.nst
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.rms
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.status
kwg-ont:EarthquakeObservableProperty,rdfs:subClassOf,kwgr:earthquakeObservableProperty.type
kwgr:nifcFireObservableProperty.calculatedAcres,rdfs:subClassOf,kwg-ont:NIFCFireObservableProperty
kwgr:nifcFireObservableProperty.calculatedAcres,rdfs:subClassOf,sosa:ObservableProperty
kwgr:nifcFireObservableProperty.fireDiscoveryDateTime,rdfs:subClassOf,kwg-ont:NIFCFireObservableProperty
kwgr:nifcFireObservableProperty.fireDiscoveryDateTime,rdfs:subClassOf,sosa:ObservableProperty
kwgr:nifcFireObservableProperty.fireOutDateTime,rdfs:subClassOf,kwg-ont:NIFCFireObservableProperty
kwgr:nifcFireObservableProperty.fireOutDateTime,rdfs:subClassOf,sosa:ObservableProperty
kwg-ont:NIFCWildfire,rdfs:subClassOf,kwg-ont:Wildfire
usgs:Arch,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Bar,rdfs:subClassOf,usgs:BuiltUpArea
kwg-ont:S2Cell,kwg-ont:spatialRelation,kwg-ont:RoadSegment
kwg-ont:AdministrativeRegion_5,rdfs:subClassOf,kwg-ont:AdministrativeRegion
kwg-ont:NIFCFire,rdfs:subClassOf,kwg-ont:Fire
kwg-ont:DisasterHousing,rdfs:subClassOf,kwg-ont:Program
kwg-ont:DisasterUnemploymentAssistance,rdfs:subClassOf,kwg-ont:Program
kwg-ont:IndividualAssistance,rdfs:subClassOf,kwg-ont:Program
kwg-ont:DirectFederalAssistance,rdfs:subClassOf,kwg-ont:Program
kwg-ont:CrisisCounselling,rdfs:subClassOf,kwg-ont:Program
kwg-ont:IndividualAndFamilyGrant,rdfs:subClassOf,kwg-ont:Program
kwg-ont:HazardMitigation,rdfs:subClassOf,kwg-ont:Program
kwg-ont:IndividualsAndHouseholds,rdfs:subClassOf,kwg-ont:Program
kwg-ont:SmallBusinessAdministration,rdfs:subClassOf,kwg-ont:Program
kwg-ont:Other,rdfs:subClassOf,kwg-ont:Program
kwgr:censusObservableProperty.totalPopulation,rdfs:subClassOf,kwg-ont:CensusObservableProperty
kwgr:censusObservableProperty.malePopulation,rdfs:subClassOf,kwg-ont:CensusObservableProperty
kwgr:censusObservableProperty.femalePopulation,rdfs:subClassOf,kwg-ont:CensusObservableProperty
kwgr:censusObservableProperty.householdUnits,rdfs:subClassOf,kwg-ont:CensusObservableProperty
kwg-ont:AdministrativeRegion_5,kwg-ont:sfWithin,kwg-ont:AdministrativeRegion_4
kwg-ont:TraumaDescription,kwg-ont:hasTraumaDefinition,rdfs:literal
kwg-ont:TraumaDescription,kwg-ont:traumaDescriptionForState,rdfs:literal
kwg-ont:TraumaDescription,kwg-ont:traumaDescriptionSource,rdfs:literal
kwg-ont:Hospital,rdfs:subClassOf,geo:Feature
kwg-ont:MTBSFire,kwg-ont:hasFireMappingAssessmentLabel,kwg-ont:FireMappingAssessmentLabel
kwgr:closed,rdfs:subClassOf,kwg-ont:HospitalStatus
kwgr:open,rdfs:subClassOf,kwg-ont:HospitalStatus
kwg-ont:AdministrativeRegion,rdfs:subClassOf,geo:Feature
kwg-ont:BlueskyWildfireObservationCollection,sosa:hasFeatureOfInterest,kwg-ont:BlueskyModeledWildfire
kwg-ont:BlueskyModeledWildfire,rdfs:subClassOf,sosa:FeatureOfInterest
kwg-ont:VulnerabilityObservation,sosa:resultTime,xsd:dateTime
kwg-ont:ZipCodeArea,rdfs:label,rdfs:literal
kwg-ont:ZipCodeArea,kwg-ont:hasZipCode,rdfs:literal
kwg-ont:Hazard,kwg-ont:spatialRelation,kwg-ont:S2Cell
kwg-ont:JudgeInfo,kwg-ont:nominatedTime,time:TemporalEntity
kwg-ont:AirQualitySite,kwg-ont:siteName,rdfs:literal
kwg-ont:AirQualitySite,kwg-ont:cbsaName,rdfs:literal
kwg-ont:AirQualitySite,kwg-ont:siteID,rdfs:literal
kwg-ont:AirQualitySite,kwg-ont:cbsaCode,rdfs:literal
kwg-ont:NOAAHazard,kwg-ont:hasPart,kwg-ont:NOAAHazardEvent
kwg-ont:BlueskyWildfireObservation,sosa:hasSimpleResult,rdfs:literal
kwg-ont:Cell,kwg-ont:spatialRelation,kwg-ont:Cell
usgs:Airport,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Bridge,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Building,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Cemetery,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Church,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Crossing,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Harbor,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Hospital,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Mine,rdfs:subClassOf,usgs:BuiltUpArea
usgs:OilField,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Park,rdfs:subClassOf,usgs:BuiltUpArea
usgs:PopulatedPlace,rdfs:subClassOf,usgs:BuiltUpArea
usgs:PostOffice,rdfs:subClassOf,usgs:BuiltUpArea
usgs:School,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Tower,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Trail,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Tunnel,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Well,rdfs:subClassOf,usgs:BuiltUpArea
kwg-ont:HazardEpisode,kwg-ont:hasNarrative,rdfs:literal
time:TemporalEntity,time:hasTemporalDuration,time:TemporalDuration
sosa:EarthquakeObservation,sosa:phenomenonTime,time:Instant
kwg-ont:MagnitudeObservationCollection,sosa:phenomenonTime,time:Instant
kwg-ont:HazardEpisode,kwg-ont:episodeHasPart,kwg-ont:NOAAHazardEvent
kwg-ont:FEMADisaster,kwg-ont:noaaDisasterID,rdfs:literal
kwg-ont:MTBSFireObservation,sosa:observedProperty,kwg-ont:MTBSFireObservableProperty
kwg-ont:RoadSegment,kwg-ont:sfTouches,kwg-ont:RoadSegment
usgs:Feature,gnis:dateFeatureCreated,xsd:date
usgs:Feature,gnis:dateNameCreated,xsd:date
usgs:Feature,gnis:dateFeatureEdited,xsd:date
kwg-ont:CroplandObservation,sosa:hasResult,kwg-ont:CroplandResult
usgs:Feature,kwg-ont:spatialRelation,kwg-ont:AdministrativeRegion
kwg-ont:ClimateDivisionObservationResult,sosa:hasFeatureOfInterest,kwg-ont:USClimateDivision
kwg-ont:AirQualityObservation,sosa:resultTime,xsd:dateTime
kwg-ont:DroughtZone,kwg-ont:hasTemporalScope,time:TemporalEntity
kwg-ont:CensusACS5YearEstimatesObservation,sosa:hasSimpleResult,rdfs:literal
kwg-ont:AdministrativeRegion_2,rdfs:subClassOf,kwg-ont:AdministrativeRegion
kwg-ont:AirQualityObservationCollection,sosa:observedProperty,kwg-ont:AirPollutant
kwg-ont:BlueskyWildfireObservationCollection,sosa:madeBySensor,kwg-ont:BlueskyModel
kwgr:climateObservableProperty.avgTemp,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.avgTemp,rdfs:subClassOf,sosa:ObservableProperty
kwgr:climateObservableProperty.maxTemp,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.maxTemp,rdfs:subClassOf,sosa:ObservableProperty
kwgr:climateObservableProperty.minTemp,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.minTemp,rdfs:subClassOf,sosa:ObservableProperty
kwgr:climateObservableProperty.precipitation,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.precipitation,rdfs:subClassOf,sosa:ObservableProperty
kwgr:climateObservableProperty.PMDI,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.PMDI,rdfs:subClassOf,sosa:ObservableProperty
kwgr:climateObservableProperty.CDD,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.CDD,rdfs:subClassOf,sosa:ObservableProperty
kwgr:climateObservableProperty.HDD,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.HDD,rdfs:subClassOf,sosa:ObservableProperty
kwgr:climateObservableProperty.PDSI,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.PDSI,rdfs:subClassOf,sosa:ObservableProperty
kwgr:climateObservableProperty.PHDI,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.PHDI,rdfs:subClassOf,sosa:ObservableProperty
kwgr:climateObservableProperty.PZI,rdfs:subClassOf,kwg-ont:ClimateObservableProperty
kwgr:climateObservableProperty.PZI,rdfs:subClassOf,sosa:ObservableProperty
kwg-ont:AdministrativeRegion_6,rdfs:subClassOf,kwg-ont:AdministrativeRegion
usgs:Dam,rdfs:subClassOf,usgs:SurfaceWater
usgs:Canal,rdfs:subClassOf,usgs:SurfaceWater
kwg-ont:FEMADisaster,kwg-ont:hasDisasterNumber,rdfs:literal
kwg-ont:FEMADisaster,kwg-ont:hasDisasterName,rdfs:literal
kwg-ont:DroughtZoneOverlapObservationCollection,sosa:resultTime,xsd:date
usgs:Basin,rdfs:subClassOf,usgs:SurfaceWater
kwg-ont:StormTrackObservationCollection,sosa:hasMember,kwg-ont:StormTrackObservation
kwg-ont:NOAAHazardEvent,geo:hasGeometry,geo:Geometry
kwg-ont:NOAAHazardEvent,geo:hasDefaultGeometry,geo:Geometry
kwg-ont:SmokePlumeObservation,sosa:hasFeatureOfInterest,kwg-ont:SmokePlumeSnapshot
kwg-ont:SoilMapUnitObservationCollection,sosa:hasMember,kwg-ont:SoilMapUnitObservation
geo:Feature,kwg-ont:spatialRelation,geo:Feature
kwg-ont:CensusACS5YearEstimatesObservationCollection,sosa:hasMember,kwg-ont:CensusACS5YearEstimatesObservation
kwg-ont:Hazard,kwg-ont:hasTemporalScope,time:TemporalEntity
kwg-ont:AdministrativeRegion_3,rdfs:subClassOf,kwg-ont:AdministrativeRegion
usgs:Dam,rdfs:subClassOf,usgs:BuiltUpArea
usgs:Canal,rdfs:subClassOf,usgs:BuiltUpArea
kwg-ont:RoadSegment,kwg-ont:hasRoadType,kwg-ont:RoadType
sosa:EarthquakeObservation,sosa:observedProperty,kwg-ont:EarthquakeObservableProperty
kwgr:generalAcuteCare,rdfs:subClassOf,kwg-ont:HospitalType
kwgr:children,rdfs:subClassOf,kwg-ont:HospitalType
kwgr:chronicDisease,rdfs:subClassOf,kwg-ont:HospitalType
kwgr:criticalAccess,rdfs:subClassOf,kwg-ont:HospitalType
kwgr:longTermCare,rdfs:subClassOf,kwg-ont:HospitalType
kwgr:military,rdfs:subClassOf,kwg-ont:HospitalType
kwgr:psychiatric,rdfs:subClassOf,kwg-ont:HospitalType
kwgr:rehabilitation,rdfs:subClassOf,kwg-ont:HospitalType
kwgr:women,rdfs:subClassOf,kwg-ont:HospitalType
kwgr:special,rdfs:subClassOf,kwg-ont:HospitalType
usgs:Levee,rdfs:subClassOf,usgs:Embankment
kwg-ont:ImpactObservation,sosa:observedProperty,kwg-ont:ImpactObservableProperty
kwg-ont:Cell,geo:hasGeometry,geo:Geometry
kwg-ont:Cell,geo:hasDefaultGeometry,geo:Geometry
kwgr:stormTrackletObservableProperty.category,rdfs:subClassOf,kwg-ont:StormTrackletObservableProperty
kwgr:stormTrackletObservableProperty.minPressure,rdfs:subClassOf,kwg-ont:StormTrackletObservableProperty
kwgr:stormTrackletObservableProperty.maxWindSpeed,rdfs:subClassOf,kwg-ont:StormTrackletObservableProperty
kwg-ont:NOAAHazardEvent,rdfs:subClassOf,sosa:FeatureOfInterest
time:Duration,time:months,xsd:decimal
kwg-ont:AdministrativeRegion_4,rdfs:subClassOf,kwg-ont:AdministrativeRegion
kwg-ont:NIFCFire,kwg-ont:hasIncidentName,rdfs:literal
usgs:Bench,rdfs:subClassOf,usgs:Terrain
usgs:Cape,rdfs:subClassOf,usgs:Terrain
usgs:Cliff,rdfs:subClassOf,usgs:Terrain
usgs:Flat,rdfs:subClassOf,usgs:Terrain
usgs:Gap,rdfs:subClassOf,usgs:Terrain
usgs:Island,rdfs:subClassOf,usgs:Terrain
usgs:Isthmus,rdfs:subClassOf,usgs:Terrain
usgs:Lava,rdfs:subClassOf,usgs:Terrain
usgs:MountainRange,rdfs:subClassOf,usgs:Terrain
usgs:Plain,rdfs:subClassOf,usgs:Terrain
usgs:Ridge,rdfs:subClassOf,usgs:Terrain
usgs:Rock,rdfs:subClassOf,usgs:Terrain
usgs:Slope,rdfs:subClassOf,usgs:Terrain
usgs:Summit,rdfs:subClassOf,usgs:Terrain
usgs:Valley,rdfs:subClassOf,usgs:Terrain
kwg-ont:CroplandObservationCollection,sosa:phenomenonTime,time:Instant
kwg-ont:NIFCFireObservation,sosa:observedProperty,kwg-ont:NIFCFireObservableProperty
kwg-ont:NIFCFireObservation,sosa:observedProperty,sosa:ObservableProperty
kwg-ont:VulnerabilityObservation,sosa:hasFeatureOfInterest,kwg-ont:AdministrativeRegion
kwgr:stormTrackObservableProperty.category,rdfs:subClassOf,kwg-ont:StormTrackObservableProperty
kwgr:stormTrackObservableProperty.minPressure,rdfs:subClassOf,kwg-ont:StormTrackObservableProperty
kwgr:stormTrackObservableProperty.maxWindSpeed,rdfs:subClassOf,kwg-ont:StormTrackObservableProperty
kwg-ont:TraumaDescription,kwg-ont:traumaDescriptionSourceDate,time:Instant
kwg-ont:EventSegment,kwg-ont:startsFrom,kwg-ont:Fix
kwg-ont:EventSegment,kwg-ont:endsAt,kwg-ont:Fix
kwg-ont:DroughtZoneOverlapObservation,sosa:observedProperty,kwg-ont:DroughtIntensity
kwg-ont:403C,rdfs:subClassOf,kwg-ont:Program
kwg-ont:ATH,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:CTH,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_I,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_II,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_III,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_III_Pediatric,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_II_Pediatric,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_II_Rehab,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_IV,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_I_Pediatric,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_I_Pediatric_Rehab,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_I_Rehab,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_Pediatric,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:Level_V,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:PARC,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:RPTC,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:RTC,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:RTH,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:S2CellLevelX,rdfs:subClassOf,kwg-ont:S2Cell
kwg-ont:TRF,rdfs:subClassOf,kwg-ont:TraumaCareLevel
kwg-ont:TRH,rdfs:subClassOf,kwg-ont:TraumaCareLevel
